cardinal,birth_passage,century,source
"(23) 4. DEW, John Atcherley","Birth. May 5, 1948, Waipawa, diocese of Palmerston North, New Zealand. Son of George and Joan Dew. He has two sisters.Education. Initial studies at St. Joseph's Primary school, Waipukurarau, staffed by the Sisters of St Joseph of Nazareth; then, he attended St. Joseph's (now Chanel) College, Masterton, staffed by the Marist Brothers; he then went to the Marist Brothers Juniorate in Tuakau for a short time. For about a year he worked at the Bank of New Zealand in Waipukurau and at Anderson's Nurseries in Napier and studied horticulture. He began his studies for the priesthood at Holy Name Seminary, Christchurch, where he studied philosophy under Jesuit professors for two years; and then for five years he studied theology at Holy Cross Seminary, Mosgiel, under the priest of the Congregation of the Mission of St. Vincent de Paul. He played rugby union for the Holy Cross Seminary team in the position of prop; finally, from 1991 to 1992, he studied spirituality at the Institute of St. Anselm, Kent, United Kingdom.",twenty_first_century,fiu_scrape
"(3) 3. BRANCACCIO, Stefano (1618-1682)","Birth. 1618, Naples. Son of Carlo Brancaccio, royal counselor, and Mariana de Pisa Ossorio. He was destined to the ecclesiastical life. Brother of Emmanuele Brancaccio, bishop of Ariano. His last name is also listed as Brancati. Nephew of Cardinal Francesco Maria Brancaccio (1633). The other five cardinals of the family were: Landolfo Brancaccio (1294); Niccolò Brancaccio, pseudocardinal of Antipope Clement VII (1378); Rinaldo Brancaccio (1384); Luigi Bonito (1408); and Tommaso Brancaccio, pseudocardinal of Antipope John XXIII (1411).Education. When he was very young, he moved to Rome, where he studied under the tutelage of his uncle the cardinal. Obtained a doctorate in utroque iure, both canon and civil law, in 1640.",seventeenth_century,fiu_scrape
"(223) 22. PHẠM MINH MẪN, Jean-Baptiste","Birth. March 5, 1934, Thanh Hoa, Ca Mau, diocese of Cantho (now Cân Tho, Cu Lao Gien), Việt Nam. His first name in Vietnamese is Gioan Baotixita.Education. In 1944, he entered the Probatorium in Cu Lao Gieng, where he stayed for two years; then, from 1946 to 1954, he completed his secondary studies and the human and spiritual preparation at the Minor Seminary of Phnom Penh, Cambodia (1); from 1954 to 1956, he studied philosophy at Saint Joseph's Mayor Seminary, Sài Gón (now Hôchiminh Ville); and from 1961 to 1966; teaching in a secondary school in Bac Liêu, from 1956 to 1961; studied theology at Saint Joseph's Mayor Seminary, Sài Gón from 1961 to 1965; later, he also studied at Loyola University, Los Angeles, California, United States of America, from 1968 to 1971, where he obtained a master's of Education degree. Besides his native Vietnamese, he also speaks French and English.",twentieth_century,fiu_scrape
(1551-1610),"Birth. 1551 (1), Senigallia. Of a family that originated in Ca' Passeri, near Bergamo. Son of Aurelio Personeni and Giulia Aldobrandini (2). His last name is also listed as Aldobrandini Passeri; and as Aldovrandini. Given the last name Aldobrandini by his maternal uncle Cardinal Ippolito Aldobrandini, seniore (1585), before he became Pope Clement VIII. Cousin of Cardinal Pietro Aldobrandini (1593). Uncle of Cardinals Silvestro Aldobrandini, O.S.Io.Hier. (1603) and Ippolito Aldobrandini, iuniore (1621).Education. Sent to Rome in 1565 to be educated in letters and customs by his maternal uncle. Collegio Germanico, Rome; University of Perugia, Perugia (law); University of Padua, Padua (doctorate in law).",sixteenth_century,fiu_scrape
"(4) 3. FARNESE, Odoardo (1573-1626)","Birth. December 7 (or 8), 1573, Parma. Of the dukes of Parma. Youngest of the the three children of Alessandro Farnese, third duke of Parma and Piacenza, and Princess Maria de Portugal. The other siblings were Margherita (a Benedictine nun) and Ranuccio. The father also had an illegitimate daughter, Isabella Margherita, by Catherine de Roquoi. His first name is also listed as Edoardo. Great grand-son of Pope Paul III; and grand-nephew of Cardinals Alessandro Farnese, iuniore (1534) and Ranuccio Farnese, O.S.Io.Hieros. (1545). Uncle of Cardinal Mario Alberizzi (1675).Education. Educated under his uncle Cardinal Alessandro Farnese, iuniore.",sixteenth_century,fiu_scrape
"(18) 3. HESLER, Georg (1427-1482)","Birth. 1427, Würzburg, Germany. Of plebeian origin. Second son of Hans and Agatha Hesler. He had five brothers and a sister; three of the brothers became priests. His last name is also listed as Kesler, Hasler, Heßler, Hessler and Heseler. He was called the Cardinal of S. Lucia.Education. He went with his brother Johannes, one of the priests, to Italy in 1454. There he studied like many Germans at the faculty of Pavia and obtained a doctoral degree in utroque iure, both canon and civil law. He matriculated at the University of Vienna in 1460.",fifteenth_century,fiu_scrape
"(8) 4. BANDINI, Ottavio (1558-1629)","Birth. October 25, 1558, Florence. Fourth of the twelve children of Senator Pier Antonio Bandini and Cassandra de' Cavalcanti. The other siblings were Francesco (cleric of the Apostolic Chamber), Orazio (brother in law of Cardinal Benedetto Giustiniani), Mario, Giulio (knight of Malta), Giovanni (senator and ambassador), Lucrezia, Lauretta, Diana (wife of Senator Lorenzo Strozzi), Virginia, Ginevra (wife of Senator Piero Dini) and Chiara. Uncle of Pietro Dini, archbishop of Fermo.Education. Studied theology, Greek and literature in Florence; in Paris, for three years; and in Salamanca; also studied at the University of Pisa, where he earned a doctorate in utroque iure, both canon and civil law.",sixteenth_century,fiu_scrape
"(61) 10. GOMÁ TOMÁS, Isidro","Birth. August 19, 1869, La Riba, archdiocese of Tarragona, Spain. Fourth of the nine children of José Gomá Pedrol, a simple rural man, and María Tomás Bosch; the other siblings were Teresa, José (who died at three), José, Ignacio, María, Isabel, Marceliana and Matías.Education. Seminary of Montblanch, Montblanch; Seminary of Tarragona, Tarragona; Pontifical University of Tarragona, Tarragona (doctorates in philosophy and canon law); University of Valencia, Valencia (doctorate in theology).",twentieth_century,fiu_scrape
"(79) 4. GREGORY, Wilton Daniel","Birth. December 7, 1947, Chicago, Illinois, United States of America. Son of Wilton Gregory Sr., a computer technician, and Ethel Duncan, a singer who also worked as a hospital attendant. He has two sisters, Elaine and Claudia. Following the parents divorce, the children were raised by their mother and their grandmother, Etta Mae Duncan.Education. After attending St. Carthage Grammar School, where he converted to Catholicism, he entered the Quigley Preparatory Seminary South. He studied philosophy at Niles College (now St. Joseph’s College Seminary) of Loyola University; and theology at Saint Mary of the Lake Seminary in Mundelein, Illinois. Subsequently, he obtained a doctorate in Sacred Liturgy at the Pontifical Athenaeum Sant’Anselmo in Rome in 1980. Besides English, he speaks Italian and Spanish.",twenty_first_century,fiu_scrape
"(53) 5. RAMPOLLA DEL TINDARO, Mariano","Birth. Augsut 17, 1843, Polizzi Generosa, diocese of Cefalù, Sicilia.Education. Studied at Collegio Capranica, Rome; at the Pontifical Gregorian University, Rome, where he earned a doctorate in utroque iure, both canon and civil law; and at the Pontifical Academy of Ecclesiastical Nobles, Rome (diplomacy).",nineteenth_century,fiu_scrape
"(67) 3. MAURY, Jean-Siffrein (1746-1817)","Birth. June 26, 1746, Valreás, archdiocese of Avignon, France. From a Protestant family that had embraced Catholicism after the revokation of the Edict of Nantes. Son of Jean Jacques Maury, a shoemaker who had established himself in the Comtat Venaissin, and Jeanne Guille (1). He had three brothers. His first name is also listed as Giansifrido.Education. Studied humanities at Collège of Sainte-Garde d'Avignon (a minor seminary), Vaucluse, from 1759; later, at Saint-Charles Seminary, Avignon (theology); and finally, at Collège de France, Paris, from 1765.",eighteenth_century,fiu_scrape
"(166) 7. SEPE, Crescenzio","Birth. June 2, 1943, Carinaro, diocese of Aversa, Italy.Education. Studied at the Seminary of Aversa (middle and ginnasiali studies); at the Pontifical Regional Seminary of Salerno (philosophy); at the Pontifical Major Roman Seminary, Rome (theology); at the Pontifical Lateran University, Rome, where he obtained a doctorate in theology and a licentiate in canon law; at La Sapienza University, Rome, where he earned a doctorate in philosophy; and at the Pontifical Ecclesiastical Academy, Rome (diplomacy). Besides his native Italian, he speaks English, French and Spanish.",twentieth_century,fiu_scrape
"(84) 22. BECKER, S.J., Karl Josef","Birth. April 18, 1928, Cologne, Germany. He was the third of four siblings. The other children were Constantin, Heinz and Anneliese. His middle name is also listed as Joseph.Education. Initial studies at Dreikönigsgymnasium, Cologne, which he left in 1946; he was a class mate of future Bishop Hubert Luthe of Essen. Entered the Society of Jesus (Jesuits) on April 13, 1948, after having studied classical philology for three semesters. After the novitiate in Cologne, he studied philosophy at the Jesuit University of Pullach (today University for Philosophy in Münich) from 1950 to 1953; and from 1955 to 1959, he studied theology at the University for Philosophy and Theology Sankt Georgen in Frankfurt (Main). His doctoral dissertation in theology was ""Die Rechtfertigungslehre nach Domingo de Soto. Das Denken eines Konzilstellnehmers vor, in und nach Trient"", which he defended in 1963; it was published in 1967.",twenty_first_century,fiu_scrape
"(19) 19. CÂMARA, Jaime de Barros","Birth. July 3, 1894, São José, archdiocese of Florianópolis, Brazil. Son of Joaquim Xavier de Oliveira Câmara, registrar of orphans, and his second wife, Anna de Carvalho Barros.Education. Studied at the Seminary of São Leopoldo, Rio Grande do Sul.",twentieth_century,fiu_scrape
"(7) 3. BARBARIGO, Angelo (ca. 1350-1418)","Birth. Ca. 1350, Venice. Of a patrician family. Son of Bartolomeo Barbarigo and Caterina Correr, sister of Pope Gregory XII. His last name is also listed as Barbadico and as Barbadigo. Other cardinals of the family were Cardinals Gregorio Barbarigo (1660); Marcantonio Barbarigo (1686); and Giovanni Francesco Barbarigo (1719). He was called the Cardinal of Verona.Education. Licentiate in canon law.",fifteenth_century,fiu_scrape
"(11) 11. LANDI, Francesco (1682-1757)","Birth. July 9, 1682, Piacenza. From a patrician family. Fourth child of Count Odoardo Landi and Elisabetta Lampugnani. His last name is also listed as Landus; and as Landi Pietra because of the adoption of his father by Count Cesare Pietra di Roncarolo. The other children were Luigi, Ottaviano and Geltrude.Education. Studied at the Pontifical Academy of Ecclesiastical Nobles, Rome, 1703; and at La Sapienza University, Rome, where he obtained a doctorate in utroque iure, both canon and civil law, on February 10, 1733.",eighteenth_century,fiu_scrape
"(10) 1. FORGÁCH, Ferenc (1566-1615)","Birth. 1566, Esztergom, Hungary. From a noble family. Son of General Simon Forgách. His last name is also listed as Forgazio; as Forgatz; and as Forgách de Ghymes. He converted from Protestantism.Education. Studied theology in Rome.",seventeenth_century,fiu_scrape
"(63) 1. RUFFO, Fabrizio (1744-1827)","Birth. September 16, 1744, San Lucido, archdiocese of Naples. Of the dukes of Bagnara and the princes of Castelcicala. Neapolitan patrician. He was the second child of Litterio Ruffo e Ruffo, duke of Bagnara and 2nd duke of Baranello, and his second wife, Giustiniana Colonna, princess of Spinoso and marchioness of Guardia Perticara. The other siblings were Giuseppe Antonio, Domenico, Francesco, Giovanna, Maria Caterina, Paolo, and three other daughters. He had a half-brother, Vincenzo; and a half-sister, Alfonsina (a nun in S. Giuseppe de' Ruffi), from his father's first marriage to Giovanna Ruffo, of the princes of Castelcicala. His baptismal name was Fabrizio Dionigi. Grand-nephew of Cardinal Tommaso Ruffo (1706). Second-cousin of Cardinal Antonio Maria Ruffo (1743). Other cardinals of the family were Luigi Ruffo Scilla (1801); and Fulco Luigi Ruffo-Scilla (1891). His last name is also listed as Ruffo di Bagnara and as Ruffo-Baranello.Education. Entrusted to his grand-uncle the cardinal from 1748, he went to Rome and studied at Collegio Clementino; and at La Sapienza University, where he earned a doctorate in utroque iure, both canon and civil law, on September 19, 1767; he completed his juridical practice under lawyers Antonio Bucci and Antonio Maria Gasparri, both of whom he worked with for a brief time.",eighteenth_century,fiu_scrape
"(22) 3. BICHI, Metello (1541-1619)","Birth. 1541, Siena. Of a noble family. Son of Alessandro Bichi and Porzia Ghini Bandinelli. Uncle of Cardinal Alessandro Bichi (1633). Other cardinals of the family were Antonio Bichi (1657); Carlo Bichi (1690); and Vincenzo Bichi (1731).Education. Obtained a doctorate in utroque iure, both canon and civil law at the University of Siena.",seventeenth_century,fiu_scrape
"(64) 10. RAKOTOMALALA, Jérôme","Birth. July 15, 1914, Sainte-Marie, apostolic vicariate of Tananarive, Madagascar.Education. Regional Seminary of Ambotaraka, Madagascar.",twentieth_century,fiu_scrape
"(33) 4. LA CHAMBRE, O.S.B., Philippe de (ca.1490-1550)","Birth. Ca.1490, Savoy. Fourth son of Louis de Seyssel, count of La Chambre, and Anne de La Tour d'Auvergne; she was the widow of Alexander Stuart, duke of Albany; and is also listed as Anne de Boulogne. He was known as Cardinal de Boulogne. He was related to Queen Caterina de' Medici of France.Education. Entered the Order of Saint Benedict (Benedictine) at a very young age (1).",sixteenth_century,fiu_scrape
(1652-1712),"Birth. May 25, 1652 (1), Vienna. Baptized on the following day. Uncle of Cardinal Joseph Dominicus von Lamberg (1737).Education. Studied in Vienna and Passau; University of Siena, Siena (doctorate in utroque iure, both canon and civil law, August 13, 1673).",seventeenth_century,fiu_scrape
"HOSSU, Iuliu","Birth. January 30, 1885, Milasul Mare, archdiocese of Făgăraş e Alba Julia, Rumania. His parents were Ioan Hossu and Victoria Măriuţiu.Education. Studied at the Seminary of Cluj; at the Seminary of Budapest, Hungary; at the University of Vienna, Austria; and at the Pontifical Urbanian Athenaeum ""De Propaganda Fide,"" Rome, where he obtained doctorates in philosophy in 1906; and in theology in 1908.",twentieth_century,fiu_scrape
"(15) 4. MACCHI, Vincenzo (1770-1860)","Birth. August 30, 1770, Capo di Monte, diocese of Montefiascone. Of a modest family. Son of Giovan Nicola Macchi and Maria Anna Gilda Vagni. Uncle of Cardinal Luigi Macchi (1889).Education. Studied at La Sapienza University, Rome, where he earned a doctorate in utroque iruis, both cvil and canon law, on December 16, 1801.",nineteenth_century,fiu_scrape
"(133) 26. ŚWIĄTEK, Kazimierz","Birth. October 21, 1914, Valga, then archdiocese of Minsk-Mohilev (Russian Empire), now apostolic administration of Estonia (Republic of Estonia). Son of Polish immigrants Jan Świątek and Weronika Kromplewska. He was baptized in the parish of Sāpju Dievmātes, Riga. In 1917, when he was three years old, he was deported with his mother, his older brother Edward and his younger sister Izabela to Siberia; they remained there until 1922. His father died in 1920 in the Polish-Russian war, defending the city of Vilnius against the Bolsheviks. From 1922, he lived with his mother and siblings for a short time in Duksztach; then, in Baranowicze, Poland.Education. Primary and secondary education in Baranowicze; finished at the gymnasium Tadeusz Reytan in 1932. Entered the Major Seminary of St. Thomas Aquinas, Pinsk, Byelorussia, Soviet Union, on September 8, 1933, influenced by Zygmunt Łoziński, bishop of Pinsk from 1925 to 1932.",twentieth_century,fiu_scrape
"(27) 1. BORGHESE, Francesco (1697-1759)","Birth. May 20, 1697, Rome (1). Sixth of the nine children of Marcantonio Borghese, viceroy of Naples, and Livia (or Flaminia) Spinola, of the princes of Sant'Angelo. The other siblings were Flaminia, Camillo Antonio, Maria Maddalena, Maria Vittoria, Eleonora (Olimpia), Giacomo (his wife was a cousin of Cardinal Niccolò Coscia (1725)), Maria Antonia (a nun), and Livia (prioress of Ss. Domenico e Sisto). He was baptized with the names Francesco Scipione Maria. Uncle of Cardinal Scipione Borghese (1770). His last name is also listed as Burghesius.Education. Studied at La Sapienza University, Rome, where he obtained a doctorate in theology on October 5, 1717; and another one in utroque iure, both canon and civil law, on April 1, 1721; among his professors was the famous Father Ignatius Hyacinthus Amat de Graveson, O.P.",eighteenth_century,fiu_scrape
"BARBARO, Daniele Matteo Alvise (1514-1570)","Birth. February 8, 1514, Venice. Venetian patrician. Son of Francesco Barbaro and Elena di Alvise Pisani. Nephew of and coadjutor of Patriarch Giovanni Grimani of Aquileia.Education. Studied at the University of Padua (philosophy, mathematics, and optics).",sixteenth_century,fiu_scrape
"(73) 12. REVOLLO BRAVO, Mario","Birth. June 19, 1919, Genoa, Italy, where his father was Colombian consul in that city. He was the third of the six children of Enrique Revollo del Castillo and Soledad Bravo Arbélaez.Education. Studied at the Minor Seminary of Bogotá (bachillerato; at the Major Seminary of Bogotá, from 1936 to 1938 (philosophy); then, he went to Rome to study; while in Rome, he resided in the Pontifical Collegio Pio Latinoamericano; studied at the Pontifical Gregorian University, from 1939 to 1943 (theology); and at the Pontifical Biblical Institute, where he obtained a licenciate in Sacred Scriptures.",twentieth_century,fiu_scrape
"(89) 1. ROCHE, Arthur","Birth. March 6, 1950, Batley Carr, diocese of Leeds, England. Son of Arthur and Frances Roche.Education. He attended St Joseph's Primary School; then, St John Fisher High School; and later, Christleton Hall. From 1969 to 1975, he studied at St Alban's College in Valladolid, Spain, where he obtained a degree in theology from the Comillas Pontifical University. Later, he attended the Pontifical Gregorian University, where he obtained a licentiate in spiritual theology in 1991.",twenty_first_century,fiu_scrape
"(72) 11. MAEDA, Thomas Aquinas Manyo","Birth. March 3, 1949, Tsuwasaki, apostolic prefecture of Nagasaki, Japan.Education. After finishing his studies at ""Lyceum Nanzan"" in Nagasaki, he entered the Major Seminary Saint-Sulpice of Fukuoka.",twenty_first_century,fiu_scrape
"(32) 2. GUISE, Louis III de (1575-1621)","Birth. January 22, 1575 (1), Lorraine. Third of the fourteen children of Henri I, duke of Guise, killed in Blois, and Catherine de Nevers (or de Clèves). The other children were Charles (duke of Guise and of Joyeuse), Henri (died at 2), Charles, Claude (duke of Chevreuse), François, François Alexander (knight of Malta), Catherine (+1573), Marie, Catherine (died young), Christine, Renée (abbess of St.Pierre, Reims), Jeanne (abbess of Jouarre) and Louise Marguerite (married Duke François de Conti). He is also listed as Louis III de Lorraine, cardinal de Guise. Nephew of Cardinal Louis II de Guise (1578). Great-grand-nephew of Cardinal Jean de Lorraine (1518). Grand-nephew of Cardinals Charles I de Lorraine de Guise (1547); and Louis I de Guise de Lorraine (1553).Education. Destined from infancy to the ecclesiastical state, for which he had no vocation. Studied at the University of Paris, where he took no degree.",seventeenth_century,fiu_scrape
"(2) 2. EROLI, Berardo (1409-1479)","Birth. 1409, Narni. Of an obscure family (1). His first name is also listed as Bernardo and his last name as Eruli, Erulo and Herulo. Called the Cardinal of Spoleto.Education. Studied in Rome; obtained a doctorate in utroque iure, both canon and civil law.",fifteenth_century,fiu_scrape
"(28) 13. SARR, Théodore-Adrien","Birth. November 28, 1936, Fadiouth, archdiocese of Dakar, Sénégal. Son of Rog Sarr and Louise Diakher Diouf; they had three sons and four daughters.Education.Studied at the Minor Seminary of Hann (secondary studies; obtained a baccalaureate); at the Major Seminary of Sebikhotane (philosophy and theology); and at the University of Dakar (licentiate in Classical languages: Latin and Greek).",twenty_first_century,fiu_scrape
"(50) 15. TAVERNA, Ferdinando (1558-1619)","Birth. 1558, Milan. Of a patrician family. Son of Palatine Count Cesare Taverna, count of Landriano and senator, and Antonia Beccaria. His first name is also listed as Ferrante; and his last name as Taberna.Education. Obtained a doctorate in utroque iure, both canon and civil law, in Collegio d'avocati of Milan. Had the title of magister.",sixteenth_century,fiu_scrape
(1629-1704),"Birth. December 2, 1629, Helligenberg, Swabia. Of a noble family. His father was a general of the Imperial army. Relative of Cardinal Friedrich Egon Fürstenberg (1879).Education. (No information found).",seventeenth_century,fiu_scrape
"(1) 1. SPINOLA, seniore, Giambattista (1615-1704)","Birth. September 20 (al. 21), 1615, Madrid, Spain. Of an illustrious Genoese family. Fourth of the twelve children of Luca Spinola and Battina Lomellini. The other children were Maria, Giacomo, Giovanni Domenico, Pellina and six children who died issueless. His first name is also listed as Giovanni Battista. Nephew of Cardinal Giandomenico Spinola (1626). Uncle of Cardinals Giovanni Battista Spinola, inuniore (1695); and Niccolò Spinola (1715). Other cardinals of the various branches of the Spinola family were Agostino Spinola (1527); Filippo Spinola (1583); Orazio Spinola (1606); Agustín Spínola (1621); Giulio Spinola (1666); Giambattista Spinola, iuniore (1695); Giorgio Spinola (1719); Giovanni Battista Spinola (1733); Girolamo Spinola (1759); Ugo Pietro Spinola (1831).Education. Obtained a doctorate in utroque iure, both canon and civil law. Received the diaconate.",seventeenth_century,fiu_scrape
"(59) 9. PIGNATELLI, Stefano (1578-1623)","Birth. 1578, Piegaro, diocese of Perugia. Son of Giovanni Paolo Pignatelli, a pottery maker, and Caterina Romana. He had two brothers, Marcello and Vincenzo.Education. Initial studies in Rome; later, he studied law at the University of Perugia.",seventeenth_century,fiu_scrape
"(130) 23. PHẠM ÐÌNH TUNG, Paul Joseph","Birth. June 15, 1919, Quang Nap, Yên Mô, diocese of Phát Diêm, Việt Nam. Of a Christian family for several generations. His first name is also listed as Phaôlô-Giuse, its Vietnamese form.Education. Initial studies at the local school; École Puginier La Salle (Hà Nôi); Hoàng Nguyên Minor Seminary, 1931-1940; St. Sulpice Major Seminary, Hà Nôi, 1940-1949; the seminary was closed due to revolutionary and social unrest until from 1945 to 1948; (philosophy and theology; and pastoral ministry in a parish of the diocese for a period).",twentieth_century,fiu_scrape
"(2) 2. GIUSTINIANI, Alessandro (1778-1843)","Birth. February 3, 1778, Genoa.Education. Studied at La Sapienza University, Rome, where he earned a doctorate in utroque iuris, both civil and canon law, on July 17, 1816. Received the insignias of the clerical character, April 23, 1818.",nineteenth_century,fiu_scrape
"(79) 25. BERTOLI, Paolo","Birth. February 1, 1908, Poggio Garfagnana, diocese of Apuania (now archdiocese of Lucca), Italy. Son of Carlo Bertoli and Aride Poli.Education. Studied at the Seminary of Lucca; at the Pontifical Roman Seminary, where he earned doctorates in philosophy and theology; and at the Pontifical Roman Athenaeum ""S. Apollinare"", where he earned a doctorate in utroque iure, both canon and civil law.",twentieth_century,fiu_scrape
"(115) 8. WINNING, Thomas Joseph","Birth. June 3, 1925, Wishaw, Lanarkshire, diocese of Motherwell, Scotland. From a poor and devout Roman Catholic family well known for charitable work. His father, who was the son of an Irish immigrant from County Donegal, first worked as a coal-miner; then served in the First World War; and was later employed in the steel industry after fifteen years of unemployment. He was the eldest of two children. The other sibling was Margaret Winning McCarron.Education. He attended St. Patrick's Primary, Shieldmuir, Craigneuk, and served as an altar boy and sang in the choir; then, he studied at Our Lady's High School, Motherwell, where he expressed the desire to become a priest; he entered St. Mary's College, Blairs, Aberdeen, and studied philosophy; and later, in 1943, St. Peter's College, Cardross, Glasgow; then, he attended the Pontifical Gregorian University, Rome, where he obtained a licentiate in theology; and doctorate in canon law; finally, he attended the studium of the Sacred Roman Rota, Rome. He was fluent in Italian and Latin.",twentieth_century,fiu_scrape
"(19) 3. CASTRO, Juan de (1431-1506)","Birth. March 22, 1431(1), Valencia, Spain. Of a noble family. Son of Pedro Galcerán de Castre-Pinòs y Tramaced and Blanca de Só, viscountess of Évol. His first name is also listed as Giordano; and his last name as Castre-Pinòs; and as de Castro y de Pinós. Called the Cardinal of Agrigento.Education. (No information found).",fifteenth_century,fiu_scrape
"MUCCIARELLI, O.S.M., Stefano (?-1424)","Birth. (No date found), Borgo San Sepolcro. He is also listed as Stefano di Sansepolcro.Education. Entered the Order of the Servants of Mary (Servites).",fifteenth_century,fiu_scrape
"(8) 5. TEBALDI, Giacomo (?-1465)","Birth. (No date found), Rome. Of a noble family. Son of Marco and Ventura Tebaldi. Brother of the physician of Pope Callistus III. His last name is also listed as Teobaldi. He was called the Cardinal of Montefeltro or of S. Anastasia.Education. Obtained a doctorate in civil law.",fifteenth_century,fiu_scrape
"(106) 21. DEL MESTRI, Guido","Birth. January 13, 1911, Banja Luka, now Bosnia-Erzegovina, then Austro-Hungarian Empire. He was the youngest of the the six children of Count Gian Vito Del Mestri and Baroness Marianna de Grazia. He had the title of count.Education. Initial studies in Banja Luka; then from 1929, he attended the Jesuit Lyceum, Kalksburg, Vienna, where he studied classics, 1929; later 1930 to 1937,. he resided at Almo Collegio Capranica, Rome, while studying at the Pontifical Gregorian University, Rome, where he earned doctorates in philosophy in 1932; in theology in 1937; and in canon law in 1940; finally, he studied diplomacy at the Pontifical Academy of Ecclesiastical Nobles, Rome, 1937-1940.",twentieth_century,fiu_scrape
"(19) 8. MARAZZANI VISCONTI, Giovanni Francesco (1755-1829)","Birth. August 11, 1755, Piacenza. Of a patrician family. Son of Count Antonio Camillo Marazzani Visconti and Costanza Terzi, of the counts of Sissa. Nephew of Camillo Marazzani, bishop of Parma.Education. Studied at Collegio Nazareno, Rome, from 1766 to 1776; and at the Pontifical Academy of Ecclesiastical Nobles, from 1776 to 1781.",nineteenth_century,fiu_scrape
"(17) 5. RAGGI, Lorenzo (1615-1687)","Birth. 1615, Genoa. Of a senatorial family. Nephew of Cardinal Ottaviano Raggi (1641).Education. Obtained a doctorate in philosophy in Rome.",seventeenth_century,fiu_scrape
"(25) 2. COLONNA, seniore, Marco Antonio (1523-1597)","Birth. 1523, Rome. Second of the six children of Camillo Colonna and Vittoria Colonna. The other siblings were Camillo, Prospero, Porzia, Faustina and Lavinia. Roman noble. Grand-nephew of Cardinal Pompeo Colonna (1517). Other members of the different branches of the family who were elevated to the cardinalate were Giovanni Colonna (1212); Giacomo Colonna (1278); Pietro Colonna (1288); Giovanni Colonna (1327); Agapito Colonna (1378); Stefano Colonna (1378); Oddone Colonna (1405; later Pope Martin V); Prospero Colonna (1426); Giovanni Colonna (1480); Ascanio Colonna (1586); Girolamo Colonna (1627); Carlo Colonna (1706); Prospero Colonna (1739); Girolamo Colonna (1743); Prospero Colona (1743); Marcantonio Colonna, iuniore (1759); Pietro Colonna (1766), who took the last name Pamphili; and Nicola Colonna, 1785. His first name is also listed as Marcantonio.Education. Trained in piety and learning by Felice Peretti Montalto, O.F.M.Conv., future Pope Sixtus V; studied philosophy and theology (1).",sixteenth_century,fiu_scrape
"(10) 2. MICHIEL, Giovanni (between April 1446 and April 1447-1503)","Birth. Between April 1446 and April 1447, Venice. Of a noble family. Son of Lorenzo Michiel and Nicolosa Barbo, sister of Pope Paul II. Cousin of Cardinal Giovanni Battista Zeno (1468). His last name is also listed as Micheli. He was called the Cardinal of S. Lucia, or of S. Angelo, or of Verona.Education. (No information found).",fifteenth_century,fiu_scrape
"(8) 7. LANTE, Marcello (1561-1652)","Birth. 1561 (1), Rome. Of a noble family. Seventh of the nine childre of Ludovico Lante and M. Lavinia Maffei. The other children were Michele, Laura, Olimpia, Virginia, Marcantonio, Alessando, Annibale and Ascanio. His sister Virginia was married to Pope Paul V's brother, Giovan Battista Borghese. Nephew of Cardinals Bernardino Maffei (1549), and Marcantonio Maffei (1570), on his mother's side. Cousin of Cardinal Orazio Maffei (1606). Uncle of Cardinals Gregorio Naro (1629) and Tiberio Cenci (1645) on their mothers' side. Grand-uncle of Cardinal Federico Marcello Lante (1743). Great-great-grand uncle of Cardinals Alessando Lante (1816); and Antonio Lante (1816). His last name is also listed as Lante della Rovere. Relative of the dukes Della Rovere.Education. (No information found).",seventeenth_century,fiu_scrape
"(73) 19. COOKE, Terence James","Birth. March 1, 1921, New York, New York, United States of America. Son of Michael Cooke, a chauffeur, and Margaret Gannon; she died when Terence was nine years old.Education. Initial studies at Cathedral College, New York; he then entered St. Joseph's Seminary, Yonkers, New York; The Catholic University of America, Washington, D.C. (graduate studies in social work); University of Chicago, Chicago.",twentieth_century,fiu_scrape
"(65) 7. RUGGIERO, Gaetano de","Birth. January 12, 1816, Naples.Education. Studied under the Barnabites and the Jesuits; and later at the University of Naples.",nineteenth_century,fiu_scrape
"(15) 15. VILLOT, Jean","Birth. October 11, 1905, Saint-Amánt-Tallende, diocese of Clermont-Ferrand, France. Only child of Joseph Villot and Marie Laville. His baptismal name was Jean-Marie.Education. He studied at Collège Sainte Marie, Riom, from 1914 to 1921); at the Grand Seminary of Clermont from 1922-1923; at the Catholic Faculty of Lyon from 1923 to 1925); military service until August 2, 1924; entered the Novitiate of the Order of the Servants of Mary (Marists) on September 7, 1925; left three months later, at the beginning of December 1925; then, studied theology at the Seminary des Carmes of the Institut Catholique, Paris, from October 1926 until 1930; at the Pontifical International Angelicum Athenaeum, Rome, where he obtained a licentiate in canon law; and a doctorate in theology; thesis: Le pape Nicolas II et le décret de 1059 sur l'éction pontificale); funally, at the Studio of the Vatican Library.",twentieth_century,fiu_scrape
"(47) 12. VALENTI, Erminio (1564-1618)","Birth. 1564, Trevi, diocese of Spoleto. His last name is also listed as Valente and Valenti de Trivio. Another cardinal of the family was Ludovico Valenti (1759).Education. Obtained a doctorate in law.",sixteenth_century,fiu_scrape
